status,employee id,employee email,employee first name,employee last name,start date,end date,employee job title,annual salary (usd),benefits and others,bonus target - % of salary,commission - % of salary,cost center,equity,function,job family,job level,job location,manager’s employee id,okr,employment type
ACTIVE,E000517,dfdemostagingIreland.Tapia@gmail.com,Ireland,Tapia,9/1/2018,,Senior BE Engineer,52337,7636,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Senior,Europe - Krakow,E000073,,Permanent Full-time
ACTIVE,E000518,dfdemostagingRyann.Rhodes@gmail.com,Ryann,Rhodes,9/1/2018,,Senior FE Engineer,78827,11501,.3,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000073,,Permanent Full-time
ACTIVE,E000519,dfdemostagingZack.Mcfarland@gmail.com,Zack,Mcfarland,9/1/2018,,FE Engineer,47968,7106,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000073,,Permanent Full-time
ACTIVE,E00052​,dfdemostagingAbigail.Shields@gmail.com,Abigail,Shields,9/1/2018,,Associate Account Executive,63888,11616,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000073,,Permanent Full-time
ACTIVE,E000521,dfdemostagingCortez.Robles@gmail.com,Cortéz,Robles,9/1/2018,,Director of Customer Success,101733,15184,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Director,US - Remote,E000073,,Permanent Full-time
ACTIVE,E000522,dfdemostagingZack.Kline@gmail.com,Zack,Kline,9/1/2018,,FE Engineer,48114,7128,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000073,,Permanent Full-time
ACTIVE,E000523,dfdemostagingLyla.Vasquez@gmail.com,Lyla,Vásquez,9/1/2018,,Senior Financial Analyst,81860,12246,0.30,0.00,600 - Finance,17964,Finance,Finance/FP&A,Senior,US - SF Bay Area,E000073,,Permanent Full-time
ACTIVE,E000524,dfdemostagingYesenia.Rice@gmail.com,Yesenía,Rice,9/1/2018,,FE Engineer,48114,7128,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000074,’,Permanent Full-time
ACTIVE,E000525,dfdemostagingLily.Golden@gmail.com,Lily,Golden,9/1/2018,,Associate Account Executive,63756,11592,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000074,,Permanent Full-time
ACTIVE,E000526,dfdemostagingRyan.Fowler@gmail.com,Ryan,Fowler,9/1/2018,,Senior Account Executive,75953,13426,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - SF Bay Area,E000074,,Permanent Full-time
ACTIVE,E000527,dfdemostagingZack.Ingram@gmail.com,Zack,Ingram,9/1/2018,,Senior Account Executive,75953,13426,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - SF Bay Area,E000074,,Permanent Full-time
ACTIVE,E000528,dfdemostagingLily.Gentry@gmail.com,Lily,Gentry,9/1/2018,,Senior FE Engineer,78907,11513,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000074,,Permanent Full-time
ACTIVE,E000529,dfdemostagingUlises.Young@gmail.com,Ulises,Young,9/1/2018,,Principal Product Manager,95645,13608,0.30,0.00,300 - Product,17964,Product,Product Management,Principal,US - Remote,E000074,,Permanent Full-time
ACTIVE,E000530,dfdemostagingIreland.Vasquez@gmail.com,Ireland,Vásquez,9/1/2018,,Chief of Staff,107676,13958,0.30,0.00,100 - C-Suite,17964,CEO Office,General Management,Principal,US - SF Bay Area,E000074,,Permanent Full-time
ACTIVE,E000531,dfdemostagingKatelyn.Dennis@gmail.com,Katelyn,Dennis,9/1/2018,,Associate Account Executive,63888,11616,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000075,,Permanent Full-time
ACTIVE,E000532,dfdemostagingKatelyn.Guzman@gmail.com,Katelyn,Guzman,9/1/2018,,Principal BE Engineer,56979,8207,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Principal,Europe - Krakow,E000075,,Permanent Full-time
ACTIVE,E000533,dfdemostagingChanel.Villarreal@gmail.com,Chanel,Villarreal,9/1/2018,,BE Engineer,80352,11904,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Mid-level,US - SF Bay Area,E000075,,Permanent Full-time
ACTIVE,E000534,dfdemostagingJustine.Robles@gmail.com,Justine,Robles,9/1/2018,,FE Engineer,48114,7128,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000075,,Permanent Full-time
ACTIVE,E000535,dfdemostagingAiden.Golden@gmail.com,Aiden,Golden,9/1/2018,,Senior FE Engineer,52444,7652,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Senior,Europe - Krakow,E000075,,Permanent Full-time
ACTIVE,E000536,dfdemostagingAiden.Dennis@gmail.com,Aiden,Dennis,9/1/2018,,VP of Sales,113573,16252,0.30,0.00,401 - Sales,17964,Sales,Sales,VP,US - Boston,E000075,,Permanent Full-time
ACTIVE,E000537,dfdemostagingAntoine.Robles@gmail.com,Antoine,Robles,9/1/2018,,Associate Account Executive,63690,11580,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000075,,Permanent Full-time
ACTIVE,E000538,dfdemostagingAntoine.Coleman@gmail.com,Antoine,Coleman,9/1/2018,,Associate Account Executive,63624,11568,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000076,,Permanent Full-time
ACTIVE,E000539,dfdemostagingDakota.Erickson@gmail.com,Dakota,Erickson,9/1/2018,,Senior Account Executive,75874,13412,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - Remote,E000076,,Permanent Full-time
ACTIVE,E000540,dfdemostagingAntoine.Fowler@gmail.com,Antoine,Fowler,9/1/2018,,Associate Account Executive,63690,11580,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000076,,Permanent Full-time
ACTIVE,E000541,dfdemostagingKaila.Mcfarland@gmail.com,Kaila,Mcfarland,9/1/2018,,Account Executive,69914,12519,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000076,,Permanent Full-time
ACTIVE,E000542,dfdemostagingSheldon.Greene@gmail.com,Sheldon,Greene,90/1/2018,,Customer Success Manager,70015,12350,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Mid-level,US - Remote,E000076,,Permanent Full-time
ACTIVE,E000543,dfdemostagingMarques.Galloway@gmail.com,Marques,Galloway,9/1/2018,,BE Engineer,48065,7121,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Mid-level,Europe - Krakow,E000076,,Permanent Full-time
ACTIVE,E000544,dfdemostagingChanel.Sanchez@gmail.com,Chanel,Sanchez,9/1/2018,,Accounting Manager,104075,14115,0.30,0.00,600 - Finance,17964,Finance,Accounting,Manager,US - SF Bay Area,E000076,,Permanent Full-time
ACTIVE,E000545,dfdemostagingUlises.Mayo@gmail.com,Ulises,Mayo,9/1/2018,,Associate Customer Success Manager,63918,11448,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000077,,Permanent Full-time
ACTIVE,E000546,dfdemostagingUlises.Gentry@gmail.com,Ulises,Gentry,9/1/2018,,Senior BE Engineer,87853,12818,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Senior,US - SF Bay Area,E000077,,Permanent Full-time
ACTIVE,E000547,dfdemostagingAlbert.Greene@gmail.com,Albert,Greene,9/1/2018,,Associate Customer Success Manager,63851,11436,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000077,,Permanent Full-time
ACTIVE,E000548,dfdemostagingBailee.Dennis@gmail.com,Bailee,Dennis,9/1/2018,,Account Executive,69696,12480,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000077,,Permanent Full-time
ACTIVE,E000549,dfdemostagingPaulina.Golden@gmail.com,Paulina,Golden,9/1/2018,,Associate Customer Success Manager,63918,11448,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000077,,Permanent Full-time
ACTIVE,E000550,dfdemostagingMalaki.Ingram@gmail.com,Malaki,Ingram,9/1/2018,,Director of Customer Success,101733,15184,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Director,US - Remote,E000077,,Permanent Full-time
ACTIVE,E000551,dfdemostagingWyatt.Villarreal@gmail.com,Wyatt,Villarreal,9/1/2018,,Senior BE Engineer,52337,7636,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Senior,Europe - Krakow,E000077,,Permanent Full-time
ACTIVE,E000552,dfdemostagingTyrell.Hanna@gmail.com,Tyrell,Hanna,9/1/2018,,VP of Sales,113573,16252,0.30,0.00,401 - Sales,17964,Sales,Sales,VP,US - Boston,E000078,,Permanent Full-time
ACTIVE,E000553,dfdemostagingKamila.Vasquez@gmail.com,Kamila,Vásquez,9/1/2018,,Marketing Associate - SEO/SEM,70741,10417,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/SEO-SEM,Associate,US - Remote,E000078,,Permanent Full-time
ACTIVE,E000554,dfdemostagingWyatt.Perez@gmail.com,Wyatt,Perez,9/1/2018,,Talent Acquisition Manager,98490,14070,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Talent Acquisition,Manager,US - Remote,E000078,,Permanent Full-time
ACTIVE,E000555,dfdemostagingEmerson.Galloway@gmail.com,Emerson,Galloway,1535752800000,,Senior Account Executive,75953,13426,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - SF Bay Area,E000078,,Permanent Full-time
ACTIVE,E000556,dfdemostagingKamila.Villarreal@gmail.com,Kamila,Villarreal,9/1/2018,,Senior Full Stack Engineer,87496,12766,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/Full stack,Senior,US - Boston,E000078,,Permanent Full-time
ACTIVE,E000557,dfdemostagingDakota.Rice@gmail.com,Dakota,Rice,9/1/2018,,BE Engineer,48065,7121,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Mid-level,Europe - Krakow,E000078,,Permanent Full-time
ACTIVE,E000558,dfdemostagingChanel.Cooper@gmail.com,Chanel,Cooper,9/1/2018,,VP of Sales,113573,16252,0.30,0.00,401 - Sales,17964,Sales,Sales,VP,US - Boston,E000078,,Permanent Full-time
ACTIVE,E000559,dfdemostagingLily.Rasmussen@gmail.com,Lily,Rasmussen,9/1/2018,,Principal FE Engineer,95062,13692,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Principal,US - Remote,E000079,,Permanent Full-time
ACTIVE,E000560,dfdemostagingDakota.Dennis@gmail.com,Dakota,Dennis,9/1/2018,,Associate Account Executive,63690,11580,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000079,,Permanent Full-time
ACTIVE,E000561,dfdemostagingYesenia.Kline@gmail.com,Yesenia,Kline,9/1/2018,,Full Stack Engineer,81000,12000,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Full stack,Mid-level,US - Remote,E000079,,Permanent Full-time
ACTIVE,E000562,dfdemostagingKaylen.Galloway@gmail.com,Kaylen,Galloway,9/1/2018,,Senior FE Engineer,78907,11513,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000079,,Permanent Full-time
ACTIVE,E000563,dfdemostagingAbigail.Greene@gmail.com,Abigail,Greene,9/1/2018,,Senior BE Engineer,87853,12818,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Senior,US - SF Bay Area,E000079,,Permanent Full-time
ACTIVE,E000564,dfdemostagingYesenia.Greene@gmail.com,Yesenia,Greene,9/1/2018,,Product Marketing Manager,78435,11340,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Product Marketing,Mid-level,US - Boston,E000079,,Permanent Full-time
ACTIVE,E000565,dfdemostagingYesenia.Cochran@gmail.com,Yesenia,Cochran,9/1/2018,,Senior FE Engineer,78907,11513,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000079,,Permanent Full-time
ACTIVE,E000566,dfdemostagingSheldon.Sanchez@gmail.com,Sheldon,Sanchez,9/1/2018,,Principal Product Manager,95645,13608,0.30,0.00,300 - Product,17964,Product,Product Management,Principal,US - Remote,E000080,,Permanent Full-time
ACTIVE,E000567,dfdemostagingLily.Robles@gmail.com,Lily,Robles,9/1/2018,,Marketing Associate - SEO/SEM,70741,10417,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/SEO-SEM,Associate,US - Remote,E000080,,Permanent Full-time
ACTIVE,E000568,dfdemostagingCortez.Villarreal@gmail.com,Cortez,Villarreal,9/1/2018,,Account Executive,69841,12506,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000080,,Permanent Full-time
ACTIVE,E000569,dfdemostagingAlbert.Rhodes@gmail.com,Albert,Rhodes,9/1/2018,,employee job title,annual salary (usd),benefits and others,0.30,0.00,cost center,17964,function,job family,job level,job location,E000080,,Permanent Full-time
ACTIVE,E000570,dfdemostagingEmerson.Perez@gmail.com,Emerson,Perez,9/1/2018,,Account Executive,69841,12506,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000080,,Permanent Full-time
ACTIVE,E000571,dfdemostagingUlises.Fowler@gmail.com,Ulises,Fowler,9/1/2018,,Senior Account Executive,75794,13398,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - Remote,E000080,,Permanent Full-time
ACTIVE,E000572,dfdemostagingIreland.Underwood@gmail.com,Ireland,Underwood,9/1/2018,,Marketing Associate - SEO/SEM,70741,10417,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/SEO-SEM,Associate,US - Remote,E000080,,Permanent Full-time
ACTIVE,E000573,dfdemostagingSavion.Vasquez@gmail.com,Savion,Vasquez,9/1/2018,,Senior Account Executive,75794,13398,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - Remote,E000081,,Permanent Full-time
ACTIVE,E000574,dfdemostagingKaila.Guzman@gmail.com,Kaila,Guzman,9/1/2018,,Associate Account Executive,63690,11580,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000081,,Permanent Full-time
ACTIVE,E000575,dfdemostagingEmerson.Golden@gmail.com,Emerson,Golden,9/1/2018,,Talent Acquisition Manager,98490,14070,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Talent Acquisition,Manager,US - Remote,E000081,,Permanent Full-time
ACTIVE,E000576,dfdemostagingAiden.Vasquez@gmail.com,Aiden,Vásquez,9/1/2018,,Director of Customer Success,101733,15184,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Director,US - Remote,E000081,,Permanent Full-time
ACTIVE,E000577,dfdemostagingPaulina.Tapia@gmail.com,Paulina,Tapia,9/1/2018,,FE Engineer,72244,10703,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000081,,Permanent Full-time
ACTIVE,E000578,dfdemostagingKaila.Gentry@gmail.com,Kaila,Gentry,9/1/2018,,BE Engineer,48065,7121,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Mid-level,Europe - Krakow,E000081,,Permanent Full-time
ACTIVE,E000579,dfdemostagingAdalyn.Kline@gmail.com,Adalyn,Kline,9/1/2018,,Associate Customer Success Manager,63918,11448,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000081,,Permanent Full-time
ACTIVE,E000580,dfdemostagingSheldon.Mayo@gmail.com,Sheldon,Mayo,9/1/2018,,Product Manager,79786,11676,0.30,0.00,300 - Product,17964,Product,Product Management,Mid-level,US - Remote,E000082,,Permanent Full-time
ACTIVE,E000581,dfdemostagingAiden.Lester@gmail.com,Aiden,Lester,9/1/2018,,Chief of Staff,107676,13958,0.30,0.00,100 - C-Suite,17964,CEO Office,General Management,Principal,US - SF Bay Area,E000082,,Permanent Full-time
ACTIVE,E000582,dfdemostagingAntoine.Rasmussen@gmail.com,Antoine,Rasmussen,9/1/2018,,Principal Product Manager,95645,13608,0.30,0.00,300 - Product,17964,Product,Product Management,Principal,US - Remote,E000082,,Permanent Full-time
ACTIVE,E000583,dfdemostagingEmerson.Rice@gmail.com,Emerson,Rice,9/1/2018,,Senior Product Marketing Manager,86187,12272,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Product Marketing,Senior,US - SF Bay Area,E000082,,Permanent Full-time
ACTIVE,E000584,dfdemostagingRyan.Golden@gmail.com,Ryan,Golden,9/1/2018,,Associate Customer Success Manager,63918,11448,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000082,,Permanent Full-time
ACTIVE,E000585,dfdemostagingMalaki.Lane@gmail.com,Malaki,Lane,9/1/2018,,Marketing Communications Manager,78518,11352,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Marketing communications,Mid-level,US - SF Bay Area,E000082,,Permanent Full-time
ACTIVE,E000586,dfdemostagingAiden.Mcfarland@gmail.com,Aiden,Mcfarland,9/1/2018,,General Counsel,112440,14992,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Legal,Director,US - SF Bay Area,E000082,,Permanent Full-time
ACTIVE,E000587,dfdemostagingAdalyn.Gentry@gmail.com,Adalyn,Gentry,9/1/2018,,Director of Customer Success,101733,15184,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Director,US - Remote,E000083,,Permanent Full-time
ACTIVE,E000588,dfdemostagingMalaki.Cooper@gmail.com,Malaki,Cooper,9/1/2018,,Account Executive,69696,12480,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000083,,Permanent Full-time
ACTIVE,E000589,dfdemostagingPaulina.Vasquez@gmail.com,Paulina,Vásquez,9/1/2018,,Senior Financial Analyst,81860,12246,0.30,0.00,600 - Finance,17964,Finance,Finance/FP&A,Senior,US - SF Bay Area,E000083,,Permanent Full-time
ACTIVE,E000590,dfdemostagingTyrell.Moody@gmail.com,Tyrell,Moody,9/1/2018,,Senior Full Stack Engineer,87496,12766,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/Full stack,Senior,US - Boston,E000083,,Permanent Full-time
ACTIVE,E000591,dfdemostagingTyrell.Golden@gmail.com,Tyrell,Golden,9/1/2018,,Senior BE Engineer,52337,7636,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Senior,Europe - Krakow,E000083,,Permanent Full-time
ACTIVE,E000592,dfdemostagingJustine.Cochran@gmail.com,Justine,Cochran,9/1/2018,,Associate Account Executive,63624,11568,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000083,,Permanent Full-time
ACTIVE,E000593,dfdemostagingSheldon.Tapia@gmail.com,Sheldon,Tapia,9/1/2018,,Senior BE Engineer,87853,12818,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Senior,US - SF Bay Area,E000083,,Permanent Full-time
ACTIVE,E000594,dfdemostagingPaulina.Cooper@gmail.com,Paulína,Cooper,9/1/2018,,Senior BE Engineer,52337,7636,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Senior,Europe - Krakow,E000084,,Permanent Full-time
ACTIVE,E000595,dfdemostagingAdalyn.Underwood@gmail.com,Adalyn,Underwood,9/1/2018,,Senior Product Designer,83226,12610,0.30,0.00,300 - Product,17964,Product,Design,Senior,US - Remote,E000084,,Permanent Full-time
ACTIVE,E000596,dfdemostagingEvangeline.Rhodes@gmail.com,Evangeline,Rhodes,9/1/2018,,Account Executive,69841,12506,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000084,,Permanent Full-time
ACTIVE,E000597,dfdemostagingAlbert.Lane@gmail.com,Albert,Lane,9/1/2018,,Associate Account Executive,63624,11568,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000084,,Permanent Full-time
ACTIVE,E00 0598,dfdemostagingSheldon.Dennis@gmail.com,Sheldon,Dennis,9/1/2018,,FE Engineer,48114,7128,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000084,,Permanent Full-time
ACTIVE,E000599,dfdemostagingAntoine.Cooper@gmail.com,Antoine,Cooper,9/1/2018,,Senior FE Engineer,52444,7652,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Senior,Europe - Krakow,E000084,,Permanent Full-time
ACTIVE,E000600,dfdemostagingAdalyn.Galloway@gmail.com,Adalyn,Galloway,9/1/2018,,Associate Product Designer,68164,10681,0.30,0.00,300 - Product,17964,Product,Design,Associate,US - Remote,E000084,,Permanent Full-time
ACTIVE,E000601,dfdemostagingKatelyn.Rasmussen@gmail.com,Katelyn,Rasmussen,9/1/2018,,Associate Customer Success Manager,63717,11412,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000085,,Permanent Full-time
ACTIVE,E000602,dfdemostagingDakota.Galloway@gmail.com,Dakota,Galloway,9/1/2018,,Associate Customer Success Manager,63985,11460,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000200,,Permanent Full-time
ACTIVE,E000603,dfdemostagingKamila.Perez@gmail.com,Kamila,Perez,9/1/2018,,Principal FE Engineer,95062,13692,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Principal,US - Remote,E000085,,Permanent Full-time
ACTIVE,E000604,dfdemostagingJustine.Young@gmail.com,Justine,Young,9/1/2018,,Associate Account Executive,63822,11604,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000085,’,Permanent Full-time
ACTIVE,E000605,dfdemostagingTyrell.Robles@gmail.com,Tyrell,Robles,9/1/2018,,Senior FE Engineer,78827,11501,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000085,,Permanent Full-time
ACTIVE,E000606,dfdemostagingZack.Dennis@gmail.com,Zack,Dennis,9/1/2018,,Product Marketing Manager,78435,11340,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Product Marketing,Mid-level,US - Boston,E000085,,Permanent Full-time
ACTIVE,E000607,dfdemostagingKaylen.Middleton@gmail.com,Kaylen,Middleton,9/1/2018,,Senior FE Engineer,52444,7652,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Senior,Europe - Krakow,E000085,,Permanent Full-time
ACTIVE,E000608,dfdemostagingSavion.Moody@gmail.com,Savion,Moody,9/1/2018,,Senior BE Engineer,87853,12818,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Senior,US - SF Bay Area,E000086,,Permanent Full-time
ACTIVE,E000609,dfdemostagingTyrell.Kline@gmail.com,Tyrell,Kline,9/1/2018,,Senior FE Engineer,52444,7652,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Senior,Europe - Krakow,E000086,,Permanent Full-time
ACTIVE,E000610,dfdemostagingRoderick.Guzman@gmail.com,Roderick,Guzman,9/1/2018,,Account Executive,69841,12506,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000086,,Permanent Full-time
ACTIVE,E000611,dfdemostagingUlises.Dennis@gmail.com,Ulises,Dennis,9/1/2018,,Associate Account Executive,63822,11604,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000086,,Permanent Full-time
ACTIVE,E000612,dfdemostagingCortez.Moody@gmail.com,Cortez,Moody,9/1/2018,,Principal BE Engineer,56979,8207,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Principal,Europe - Krakow,E000086,,Permanent Full-time
ACTIVE,E000613,dfdemostagingJustine.Hanna@gmail.com,Justine,Hanna,9/1/2018,,Senior FE Engineer,52444,7652,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Senior,Europe - Krakow,E000086,,Permanent Full-time
ACTIVE,E000614,dfdemostagingSheldon.Young@gmail.com,Sheldon,Young,9/1/2018,,Director of Customer Success,101733,15184,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Director,US - Remote,E000086,,Permanent Full-time
ACTIVE,E000615,dfdemostagingRyann.Shields@gmail.com,Ryann,Shields,9/1/2018,,Account Executive,69914,12519,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000087,,Permanent Full-time
ACTIVE,E000616,dfdemostagingMalaki.Middleton@gmail.com,Malaki,Middleton,9/1/2018,,Senior Financial Analyst,81860,12246,0.30,0.00,600 - Finance,17964,Finance,Finance/FP&A,Senior,US - SF Bay Area,E000087,,Permanent Full-time
ACTIVE,E000617,dfdemostagingSavion.Kline@gmail.com,Savion,Kline,9/1/2018,,FE Engineer,48114,7128,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000087,,Permanent Full-time
ACTIVE,E000618,dfdemostagingUlises.Guzman@gmail.com,Ulises,Guzman,9/1/2018,,Associate Customer Success Manager,63717,11412,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000087,,Permanent Full-time
ACTIVE,E000619,dfdemostagingKatelyn.Erickson@gmail.com,Katelyn,Erickson,9/1/2018,,Full Stack Engineer,80433,11916,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Full stack,Mid-level,US - SF Bay Area,E000087,,Permanent Full-time
ACTIVE,E000620,dfdemostagingZack.Mayo@gmail.com,Zack,Mayo,9/1/2018,,Talent Acquisition Manager,98490,14070,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Talent Acquisition,Manager,US - Remote,E000087,,Permanent Full-time
ACTIVE,E000621,dfdemostagingRyann.Kline@gmail.com,Ryann,Kline,9/1/2018,,Product Manager,79786,11676,0.30,0.00,3​00 - Product,17964,Product,Product Management,Mid-level,US - Remote,E000087,,Permanent Full-time
ACTIVE,E000622,dfdemostagingRyann.Erickson@gmail.com,Ryann,Erickson,9/1/2018,,Associate Account Executive,63822,11604,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000088,,Permanent Full-time
ACTIVE,E000623,dfdemostagingMalaki.Mayo@gmail.com,Malaki,Mayo,9/1/2018,,Senior Product Designer,83226,12610,0.30,0.00,300 - Product,17964,Product,Design,Senior,US - Remote,E000088,,Permanent Full-time
ACTIVE,E000624,dfdemostagingSavion.Gentry@gmail.com,Savion,Gentry,9/1/2018,,Senior BE Engineer,52337,7636,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Senior,Europe - Krakow,E000088,,Permanent Full-time
ACTIVE,E000625,dfdemostagingRyan.Lane@gmail.com,Ryan,Lane,9/1/2018,,Account Executive,69769,12493,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Boston,E000088,,Permanent Full-time
ACTIVE,E000626,dfdemostagingEvangeline.Hanna@gmail.com,Evangeline,Hanna,9/1/2018,,Talent Acquisition Manager,98490,14070,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Talent Acquisition,Manager,US - Remote,E000088,,Permanent Full-time
ACTIVE,E000627,dfdemostagingBailee.Kline@gmail.com,Bailee,Kline,9/1/2018,,Director of Customer Success,101733,15184,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Director,US - Remote,E000088,,Permanent Full-time
ACTIVE,E000628,dfdemostagingKaila.Mayo@gmail.com,Kaila,Mayo,9/1/2018,,Senior Full Stack Engineer,87496,12766,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/Full stack,Senior,US - Boston,E000088,,Permanent Full-time
ACTIVE,E000629,dfdemostagingBailee.Rice@gmail.com,Bailee,Rice,9/1/2018,,BE Engineer,48065,7121,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Mid-level,Europe - Krakow,E000089,,Permanent Full-time
